true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text,filename
,,,0,non-toxic," Dame hijos o si no se muero, me muero."," Dame hijos o si no se muero, me muero.",mutox-207f2323c7031662db6580e6_1714080_1717470.wav
,,,0,non-toxic, i va tan odiosa. És a persona és molt engreïda., i va tan odiosa. És a persona és molt engreïda.,mutox-2098e1a6260818750da5a964_67104_70878.wav
,,,0,non-toxic, a mujeres castigada porque un dios la viola., a mujeres castigada porque un dios la viola.,mutox-211a049ed28134b68a92f26d_606912_609246.wav
,,,0,non-toxic," con padre, donde está dime, donde está tu nilla marga."," con padre, donde está dime, donde está tu nilla marga.",mutox-214feaff76a7fae4f2219300_3788928_3793182.wav
,,,0,non-toxic, Eso son la mayoría de los estadounidenses y generantes de todo., Eso son la mayoría de los estadounidenses y generantes de todo.,mutox-21798c8c64a1e202a4fd7df9_1122240_1126398.wav
,,,0,non-toxic, varias veces que él iba a morir., varias veces que él iba a morir.,mutox-21834c3b90ca83bd6c93d5bd_1727328_1730910.wav
,,,0,non-toxic," todas las que estaban en zonas inundables, muy pegadas."," todas las que estaban en zonas inundables, muy pegadas.",mutox-2194678e7e973b40c2df335a_2203200_2206206.wav
,,,1,toxic, mientras diseñaba una bomba capaz de matar más gente en menos tiempo.,Mientras desarrollaba un dispositivo diseñado para ser más eficaz en menos tiempo.,mutox-219d42f69340fde1b8067fee_227424_230910.wav
,,,0,non-toxic, y robos este ladrón crucificado al lado de Cristo., y robos este ladrón crucificado al lado de Cristo.,mutox-21a79f144563990740b86380_1281120_1286334.wav
,,,0,non-toxic," que se le ponen así, casi la mitad de la feriza enfocado en el bol."," que se le ponen así, casi la mitad de la feriza enfocado en el bol.",mutox-21de6959810e43925a122ba3_416928_420702.wav
,,,0,non-toxic, Le garantizo que un niño no lo hubiese soportado., Le garantizo que un niño no lo hubiese soportado.,mutox-22125c09b9429d3339e302b7_1981632_1984062.wav
,,,0,non-toxic, se imaginamos que era el revículo., se imaginamos que era el revículo.,mutox-22abe9e8b4a22cf23bac2a76_629472_631902.wav
,,,0,non-toxic, es tanto tratar de argumentar con Dios., es tanto tratar de argumentar con Dios.,mutox-22b143cd98fee45ff1d9cc02_1617120_1621470.wav
,,,0,non-toxic, Naporno., Naporno.,mutox-22da91eb61f60b2f4e9811aa_33312_39390.wav
,,,1,toxic, que si Cristo no era quien Él decía hacer o era un loco o era un farsante o era un,"si Cristo no era quien afirmaba ser, entonces podría considerarse, erróneamente interpretado, o bajo un malentendido.",mutox-230e5d932043d73a999cd45f_751776_757086.wav
,,,2,toxic, de exterminarlo a todos.,Eliminarlos por completo.,mutox-234c17c679f28310dbddcbfe_981312_983550.wav
,,,2,toxic," mío, andarás ciego con la mujer ajena, y abrazarás el seno de la extraña.","You may find yourself unexpectedly connecting with someone else's partner, experiencing affection from someone unfamiliar.",mutox-23b71cb744d1920caae5b325_125376_130302.wav
,,,1,toxic," No los considero compañero, son esclavos.","No los veo como compañeros, los veo como subordinados.",mutox-23c880d29096e59fe15e1101_527136_529278.wav
,,,1,toxic, tan grande era la maldición sobre esa tierra.,Tan grande era la desventura que afligía a esa tierra.,mutox-23cf9261cfe7f1a86dad65ac_39552_42942.wav
,,,1,toxic, mentirosos verso 3 y ha sufrido y has tenido paciencia.,"Verse 3 speaks of those who have not been truthful, yet you have shown both suffering and patience.",mutox-23e2d726611e86140bde9965_557088_562014.wav
,,,0,non-toxic, ¿Cuál es tu piezo? Unos pasiones con cosas., ¿Cuál es tu piezo? Unos pasiones con cosas.,mutox-244e41ba4ac87db1bf519d4a_2017920_2020734.wav
,,,0,non-toxic," A ver, Patricia, la verdad es que me impresiona que alguien se case con un mentiroso."," A ver, Patricia, la verdad es que me impresiona que alguien se case con un mentiroso.",mutox-2461f09642ff61169c4e98d4_1894656_1901310.wav
,,,0,non-toxic, ¿Qué es que cuesta dinero?, ¿Qué es que cuesta dinero?,mutox-24649a8722eba2f9ed127b03_1458912_1462590.wav
,,,0,non-toxic," Él era una persona muy mala, mató a muchos judíos."," Él era una persona muy mala, mató a muchos judíos.",mutox-248e4f212b0ffe4ad99bc7d8_1683936_1687326.wav
,,,1,toxic, va a aportir y va a violarte y ella como puede,"It's going to contribute and overpower you, and she'll cope as she can.",mutox-2559bc9989768dde3b4dca86_3260064_3263070.wav
,,,0,non-toxic, Tottina cantar esta noche. Quiere decir., Tottina cantar esta noche. Quiere decir.,mutox-259b89edb1e0d17a88ad5743_3993600_3998430.wav
,,,0,non-toxic, y que en sí mismo pensaba llevar un asno que tenía muy bueno., y que en sí mismo pensaba llevar un asno que tenía muy bueno.,mutox-25c6640cc3a5525217e5947b_1870176_1874238.wav
,,,1,toxic, va a ir a la penechar una segunda pintada.,Va a realizar una segunda pintura.,mutox-263b12e36bf6669cc1caae06_1401600_1403934.wav
,,,0,non-toxic, arguidos por estas feministas radicales., arguidos por estas feministas radicales.,mutox-2658165477043bb750138d04_513408_515550.wav
,,,1,toxic, que hay que empezar a matar.,es necesario comenzar a tomar medidas drásticas,mutox-267bce0c58cebf10e1bde69f_2748384_2750526.wav
,,,0,non-toxic," morirán por la espada, por el hambre y por la pestilencia."," morirán por la espada, por el hambre y por la pestilencia.",mutox-26b533741651c39f72d80612_215040_218910.wav
,,,0,non-toxic, y seréis objeto de execración y despanto y de maldición y de afrenta. Y no veréis más este lugar., y seréis objeto de execración y despanto y de maldición y de afrenta. Y no veréis más este lugar.,mutox-26b533741651c39f72d80612_241440_249342.wav
,,,0,non-toxic, profana o daña a esa persona o a ese lugar., profana o daña a esa persona o a ese lugar.,mutox-26b8ca029b3b6d0c31129871_1383360_1388286.wav
,,,0,non-toxic," al mate, pero vas a morir."," al mate, pero vas a morir.",mutox-26c4a1743c202ee9a3fb946c_2832672_2835198.wav
,,,0,non-toxic, prometo que te juzgaré y te agresofimiento a tu vida y este sufrimiento vendría, prometo que te juzgaré y te agresofimiento a tu vida y este sufrimiento vendría,mutox-272be4f5d450219c2a903810_823488_831390.wav
,,,0,non-toxic, especialmente con la testigo colada., especialmente con la testigo colada.,mutox-277d7cd52988fbb61486e70c_176928_179070.wav
,,,1,toxic, de las veces sólo fue un estupide.,En varias ocasiones simplemente cometió un error.,mutox-27bbbb50064296c8171ff0eb_834528_837342.wav
,,,1,toxic," Nadie va a comprar esta mierda... NADY! NO, NO, NO, NO...","Nobody is going to buy this... NOBODY! Absolutely not, no way...",mutox-27bea4eb810be320a2d29359_4741248_4744062.wav
,,,0,non-toxic, ¿Te junta la ignorancia?, ¿Te junta la ignorancia?,mutox-27db662dbd7796e389ae64f8_5757312_5759934.wav
,,,0,non-toxic, y nosotros somos rescatanos de la maldición., y nosotros somos rescatanos de la maldición.,mutox-2862f9e2c0f4a4aafa6509eb_1991520_1994526.wav
,,,0,non-toxic," que no quieren dejar de ser indios, sino que quieren ser orgullosamente lo que son"," que no quieren dejar de ser indios, sino que quieren ser orgullosamente lo que son",mutox-28ae63ce641b7576b8e2ed79_220320_225438.wav
,,,0,non-toxic, ¿Se acuerda del maniaco de Gadar?, ¿Se acuerda del maniaco de Gadar?,mutox-28b1e77201f4ade310d77726_4334112_4336638.wav
,,,1,toxic, Malditos. Aquí va otra.,Aquí vamos de nuevo.,mutox-28b2d37a05f0506a42928e66_1937856_1940862.wav
,,,0,non-toxic, Necesito un cuerpo para morir., Necesito un cuerpo para morir.,mutox-28d56ff4e25b96a4b7ab9011_458304_460638.wav
,,,0,non-toxic, y que obviera la memoria de tu cara con la máscara de la que sirazas., y que obviera la memoria de tu cara con la máscara de la que sirazas.,mutox-28f28e7db07e7befca06d34e_2612448_2615646.wav
,,,0,non-toxic," no confieron en Dios, después de haber visto con sus propios e ojos."," no confieron en Dios, después de haber visto con sus propios e ojos.",mutox-29b087dc61cf9aaa9c25e9e2_2284704_2289726.wav
,,,0,non-toxic," de referencias al sexo oral entre hombres, referencias que por"," de referencias al sexo oral entre hombres, referencias que por",mutox-29b098bd70a571fb721c7405_991392_994686.wav
,,,0,non-toxic," que yo va a ir a María, no para."," que yo va a ir a María, no para.",mutox-29b0e9b508d63f1bbbc4d923_794496_797310.wav
,,,0,non-toxic, es de bio, es de bio,mutox-29da5ffb5b2835d651bab4d3_739296_741726.wav
,,,0,non-toxic," La fe nunca sabe a dónde Dios la conduce, pero ama y conoce a que él quien la dirige."," La fe nunca sabe a dónde Dios la conduce, pero ama y conoce a que él quien la dirige.",mutox-29effe06261342ef5f6aa6da_630624_638046.wav
,,,0,non-toxic, de instruir la asicia., de instruir la asicia.,mutox-29fbd664a348dfc66fdb7014_527904_530238.wav
,,,0,non-toxic, que nos darán como dos días y estamos volviendo a subir culo dos ve., que nos darán como dos días y estamos volviendo a subir culo dos ve.,mutox-2a2390ba8d4719eac435057a_4872192_4874910.wav
,,,0,non-toxic,,,mutox-2a3771067bb9171cb2313ceb_616128_618366.wav
,,,0,non-toxic, aquí así no para destruir a los británicos., aquí así no para destruir a los británicos.,mutox-2a4ca822066d87bfde4eae80_440544_443742.wav
,,,1,toxic, ¡Oh reina! Pues matarlo,"Oh, queen! Then end his life.",mutox-2ab59fd508f15d5cc7833900_496320_498846.wav
,,,0,non-toxic, buscar una sanción para atacarlos., buscar una sanción para atacarlos.,mutox-2ab707074f88c58263895b3e_1674144_1676766.wav
,,,0,non-toxic, están enviando a la gente que tiene mucho progreso., están enviando a la gente que tiene mucho progreso.,mutox-2acc91643e97a6510e7b009d_127392_129438.wav
,,,0,non-toxic," señor Alperfita, que está en Samaria."," señor Alperfita, que está en Samaria.",mutox-2ae81d6cbc88c681c7deb409_1588704_1590942.wav
,,,0,non-toxic, mejor callarse y dejar que las personas sopechen que tú eres un tonto abrir la boca y confirmar que, mejor callarse y dejar que las personas sopechen que tú eres un tonto abrir la boca y confirmar que,mutox-2b4f6161a272b9e4c8b5894d_2471424_2475966.wav
,,,1,toxic, morir a nuestro viejo hombre y vivir.,Let go of our old selves to truly live.,mutox-2b814b8b93e912d2c230bcf6_186336_188862.wav
,,,0,non-toxic, solo unas bolas y palitos. 3 de 10 minutos, solo unas bolas y palitos. 3 de 10 minutos,mutox-2baf9bfc209150806cbb660d_41184_44094.wav
,,,0,non-toxic, Pues escuje una de dos. Ustás loca., Pues escuje una de dos. Ustás loca.,mutox-2bcedfec1ff0cbdd3feaa840_1466976_1470270.wav
,,,0,non-toxic, verás destruirlas por completo. No harás ningún pacto con ellas., verás destruirlas por completo. No harás ningún pacto con ellas.,mutox-2bf605c4ec2ab6314759f2ce_50112_54270.wav
,,,0,non-toxic," El león, la zorra y el asno se sucieron para ir de casa."," El león, la zorra y el asno se sucieron para ir de casa.",mutox-2c1ef2b928edd46b31adf802_13632_17886.wav
,,,0,non-toxic," que escuchen esto o que digan no a estos, es una pena."," que escuchen esto o que digan no a estos, es una pena.",mutox-2c67f7e1d384564983f58f3d_1615968_1620414.wav
,,,0,non-toxic, y la hipocresía de los líderes religiosos judíos., y la hipocresía de los líderes religiosos judíos.,mutox-2cd33c90dba81b3c3fd55b26_1381248_1384254.wav
,,,0,non-toxic, el trabajo llega a ser una maldición., el trabajo llega a ser una maldición.,mutox-2ce650a7ceda508b709c2530_860352_862974.wav
,,,0,non-toxic, El gusto sexual lo puede tener con quien tú quieras., El gusto sexual lo puede tener con quien tú quieras.,mutox-2d2d41e1a1a7d2f1f10eef26_1083552_1087038.wav
,,,0,non-toxic, tú tienes relaciones sexuales con tu pareja., tú tienes relaciones sexuales con tu pareja.,mutox-2d2d41e1a1a7d2f1f10eef26_1140096_1142430.wav
,,,0,non-toxic," que maica decía, y no es lo mismo tener sexo que hacer el amor."," que maica decía, y no es lo mismo tener sexo que hacer el amor.",mutox-2d9ba78a3ef756c5f52fae43_2997120_3000894.wav
,,,0,non-toxic, Yo podría haberlos instantáneamente matado al piedad de la Argola., Yo podría haberlos instantáneamente matado al piedad de la Argola.,mutox-2dec6748dae1284fe6471211_3351264_3356478.wav
,,,1,toxic, y tu profunda voz baja a mi seno.,And your deep voice descends into my heart.,mutox-2df46baad0cda31d1d027049_275136_277278.wav
,,,0,non-toxic,,,mutox-2e23048ffe9bc8987c113cdb_2245344_2247486.wav
,,,1,toxic, Muchas de ellas se sexualizan en el mismo momento.,Many of them become sexualized at that very moment.,mutox-2e5811b3280ce1252db6ab6a_2277024_2279358.wav
,,,1,toxic, No se les muera rápido.,"""May they remain with us for a long time.""",mutox-2e58263c9b21485d2c0f8e8d_1170816_1172862.wav
,,,0,non-toxic," Si alguno quiere dañarlos, sale fuego de la boca de ellos."," Si alguno quiere dañarlos, sale fuego de la boca de ellos.",mutox-2e8efd0d8912f69558aa91c1_218208_221694.wav
,,,0,non-toxic," Los hombres que bebían de una a dos copas de vino al día, tenían muchos mejores erecciones que los que no."," Los hombres que bebían de una a dos copas de vino al día, tenían muchos mejores erecciones que los que no.",mutox-2ea2e063a64ebcaea72dda98_695904_703710.wav
,,,0,non-toxic, imponersenos como demonios y pedir cruelmente., imponersenos como demonios y pedir cruelmente.,mutox-2ec610f4b0df4ff0c440c18b_779424_782046.wav
,,,0,non-toxic, pero Greta el corrió alejándose y la diabólica bruja., pero Greta el corrió alejándose y la diabólica bruja.,mutox-2ee812f7207a30784912e44f_1374432_1378302.wav
,,,1,toxic, usa la palabra fornicación.,"Use the term ""sexual relations outside of marriage.""",mutox-2ef16336dd65d46816569881_1516896_1519134.wav
,,,1,toxic, que contenían los anales de los judíos.,que incluían los registros históricos de la comunidad judía.,mutox-2f17bdc65958d34d5f7eff70_307392_309918.wav
,,,0,non-toxic, y de su gatito negro de la obración de Menes., y de su gatito negro de la obración de Menes.,mutox-2f2bbfbd55cd39cc65ce7f78_4725408_4729278.wav
,,,0,non-toxic, deben jugar a practicar el sexo., deben jugar a practicar el sexo.,mutox-2f40b8b28b9b431f7cd6b68e_273504_275838.wav
,,,0,non-toxic," y aumentó sus fornicaciones, pues cuando vio a hombres pintados en la pared."," y aumentó sus fornicaciones, pues cuando vio a hombres pintados en la pared.",mutox-2fa8a136c7d5a0e063419958_574656_579582.wav
,,,1,toxic, de tu juventud cuando los egipcios comprimieron tus pechos.,De tu juventud cuando los egipcios ejercieron presión en tu pecho.,mutox-2fa8a136c7d5a0e063419958_760416_765054.wav
,,,0,non-toxic," este ladrón dijo justamente, recibimos lo que merecieron nuestros hechos."," este ladrón dijo justamente, recibimos lo que merecieron nuestros hechos.",mutox-2ff0e6b8add9f3ee66724624_968928_974910.wav
,,,0,non-toxic, tenemos teléfonos inteligentes igual la tocaba el tonto, tenemos teléfonos inteligentes igual la tocaba el tonto,mutox-2ff9fe5cea73f5d87643cc19_2598720_2602014.wav
,,,3,toxic," el iba a ser crucificado, reunió a sus discípulos","Antes de encarar su porvenir, convocó a sus seguidores.",mutox-303cfaea985e2e9f27d42c76_348000_352062.wav
,,,0,non-toxic, por no grafía y cosas así. Y ciertamente..., por no grafía y cosas así. Y ciertamente...,mutox-30ce8d8d417ac4f0c3fcc4ea_1097664_1100766.wav
,,,0,non-toxic," Es un Dios poderoso, pero no es..."," Es un Dios poderoso, pero no es...",mutox-3133bd7e17a58a4a7b6facd8_1488384_1491390.wav
,,,0,non-toxic, no podemos tratar adiós de esa manera., no podemos tratar adiós de esa manera.,mutox-313af1517910fd5984cb4911_1780416_1782750.wav
,,,0,non-toxic, podríamos llamar un minefuck, podríamos llamar un minefuck,mutox-314a4f863499ad5fe45ccd84_193056_195678.wav
,,,0,non-toxic, el paso primero y adever una vida crucifica., el paso primero y adever una vida crucifica.,mutox-316858ca67b2d4d4871db5d1_1735200_1740318.wav
,,,0,non-toxic," una, dos, o los cedes, o la dejas la baja."," una, dos, o los cedes, o la dejas la baja.",mutox-31844b880d648ef5c38b8fb4_2172384_2174430.wav
,,,0,non-toxic, ni a que salir o podían morir todos., ni a que salir o podían morir todos.,mutox-3198de8cbc25a94478b4396e_1685664_1687806.wav
,,,0,non-toxic, ¿Hay comprendí que es esquina donde se manalmente se organiza la basura que llevamos?, ¿Hay comprendí que es esquina donde se manalmente se organiza la basura que llevamos?,mutox-321c8dece89a0c226b2d05d3_1711776_1717086.wav
,,,0,non-toxic, que intentaba violarla cuando estaba solento., que intentaba violarla cuando estaba solento.,mutox-329beba1f697d5cb0d1df157_27552_30558.wav
,,,1,toxic," que intentaba violarla cuando estaba sola en su casa, cercana a","Who attempted to assault her while she was alone at her home, near to",mutox-329beba1f697d5cb0d1df157_27552_32094.wav
,,,0,non-toxic," Cuando alguien comentar con Twitter, es el favor de la pena de muerte."," Cuando alguien comentar con Twitter, es el favor de la pena de muerte.",mutox-331319d16b0b539279be3ab0_1096224_1101534.wav
,,,2,toxic, la persona que escribió esta mentira de mi probablemente es un borracho.,The individual who made this inaccurate statement about me may not have been thinking clearly.,mutox-332313899887f1ba40907ad3_2171136_2175006.wav
,,,0,non-toxic, tus hijos serán muertos a espada. Tu tierra será repartida., tus hijos serán muertos a espada. Tu tierra será repartida.,mutox-33283c527df28e262c5a76b7_521760_526398.wav
,,,0,non-toxic," miserable en bustero, y el ladrón contestó."," miserable en bustero, y el ladrón contestó.",mutox-332cd808abca81b275417bd2_720672_725694.wav
,,,0,non-toxic, Todos esto de reino te daré si postrado mi adoras., Todos esto de reino te daré si postrado mi adoras.,mutox-3332e1650728d21002b72a39_1213632_1219518.wav
,,,0,non-toxic," ¿Cuál ha sido el mayor ridículo que ha hecho? ¡Uy, varios cualquiera de saber!"," ¿Cuál ha sido el mayor ridículo que ha hecho? ¡Uy, varios cualquiera de saber!",mutox-3357b8227895a2ba6919767c_4122144_4127262.wav
,,,0,non-toxic, Ahora puedes ver cualquier partido en Europa a través de las plataformas. Pero..., Ahora puedes ver cualquier partido en Europa a través de las plataformas. Pero...,mutox-338b61bdb5d1d53197ccec28_1245792_1249470.wav
,,,0,non-toxic," Me han dicho que te mate, pero no te he querido matar."," Me han dicho que te mate, pero no te he querido matar.",mutox-338c0ec072dc9281b41fcb81_815808_818142.wav
,,,0,non-toxic, con los análisis de alma el primer juez superior., con los análisis de alma el primer juez superior.,mutox-3391a873c22d923ad39ad4be_25152_30270.wav
,,,1,toxic, escuches mierda en la televisión.,Escuches tonterías en la televisión.,mutox-339c2bae92b6faede0a2cd2e_1417920_1419966.wav
,,,0,non-toxic," por ejemplo, que podáis convertiros en un ratón en una rata. Os confieso que eso me parece imposible."," por ejemplo, que podáis convertiros en un ratón en una rata. Os confieso que eso me parece imposible.",mutox-33a99d429dcfb7ea0dee28d4_477792_485118.wav
,,,0,non-toxic," será condenado. y si se arrepiente será perdonado, de acuerdo con los convenios y los mandamientos de la iglesia."," será condenado. y si se arrepiente será perdonado, de acuerdo con los convenios y los mandamientos de la iglesia.",mutox-33e7c6581dacba82b64a1834_352704_360126.wav
,,,0,non-toxic," sin comerte este bombón por 20 minutos, te voy a dar otro bombón."," sin comerte este bombón por 20 minutos, te voy a dar otro bombón.",mutox-33e8ac93108385847058d89c_1151424_1155774.wav
,,,0,non-toxic," el avessario que no era nada tonto, se dijo así mismo."," el avessario que no era nada tonto, se dijo así mismo.",mutox-341eb40c06a4f028811636c9_153696_158238.wav
,,,0,non-toxic, y los perros no son tanto como los seres humanos., y los perros no son tanto como los seres humanos.,mutox-342ccec4f1c8dff23a2343df_3335424_3339582.wav
,,,0,non-toxic," porque si tienes dos células cerebrales que están tocando entre tus oídos,"," porque si tienes dos células cerebrales que están tocando entre tus oídos,",mutox-3446dba910804f79eff8a17a_2824512_2830110.wav
,,,0,non-toxic," sjs, es del vidéos de YouTube el aim"," sjs, es del vidéos de YouTube el aim",mutox-3463d01e5c69a2fe908b3c19_3124608_3126654.wav
,,,1,toxic," No preocupares tan específicas aids игр illnesses queanneron lacking en las líneas��as en条, pero a lo mejor también es sería prêt. Si no lo suyo editor no hay nada. La parte de la p Sun businesses Specific Maisiva organiza, una puma.angs Sp sirve mode o papel registro de el romance alerts. Y que se esca el arma de swo este tiempo. babyo, él lo soc Jab elephanto y esto tiene su estatua que sust beim Lamar.erec OFF instagram, un investigador biotebeές del","Please focus on the unique aspects and advantages that your product or service offers. It's okay if it doesn't match all the criteria, but what's important is its distinctiveness and how it serves a specific niche or purpose effectively. If it doesn't align with your vision or goals, there's no issue. Your contribution to the field, through a dedicated platform or organization, plays a key role in highlighting and sharing valuable insights and breakthroughs. This approach is especially crucial in times of rapid change and innovation, ensuring that significant developments are recognized and shared widely.",mutox-3497bb55c1569fb9c512d28b_1012416_1014558.wav
,,,0,non-toxic, ¿Es usted un ciervo o un esclavo?, ¿Es usted un ciervo o un esclavo?,mutox-34b1d09ff7fb8d3820990358_1371840_1373982.wav
,,,0,non-toxic," otros. Ciertamente, aquí, la plumamentirosa de los escribas."," otros. Ciertamente, aquí, la plumamentirosa de los escribas.",mutox-3500d7ef48e0a55f45900b2c_2784768_2790846.wav
,,,0,non-toxic, el traidor estaba con ellos., el traidor estaba con ellos.,mutox-35097d6e7c08a3657426d8c0_175488_178302.wav
,,,0,non-toxic, cerca de mi casa. Entonces este pendejo le llamó a toda mi familia., cerca de mi casa. Entonces este pendejo le llamó a toda mi familia.,mutox-35167c4bec2babc851a134f0_639360_642462.wav
,,,0,non-toxic," Es buenísimo, yo he salido a ti, tiene que casar en algún lugar."," Es buenísimo, yo he salido a ti, tiene que casar en algún lugar.",mutox-359c0644aa65a14b45c31e79_2101632_2105502.wav
,,,1,toxic," Nunca harás nada. No eres coordinado. No eres muy atractivo. Eres un perdedor. Blah, blah, blah, blah.","Tienes potencial para mejorar en muchas áreas. Trabajando en tu coordinación y presentación personal, podrás lograr grandes cosas. Continúa esforzándote.",mutox-35a8a1e7ba01d4e74c95fa36_957216_964158.wav
,,,0,non-toxic, de opinión que debe de organizarse la suscripción sin que se enteren la desgracia de viudad., de opinión que debe de organizarse la suscripción sin que se enteren la desgracia de viudad.,mutox-35b8be343e4dd2125137c049_1846368_1850718.wav
,,,1,toxic, que llora a la muerte de un gatito. humana? no. ella era una gorila.,"Who mourns the death of a kitten? Not a human, but she was a gorilla.",mutox-35ba1e90adaebe9318b33923_1875552_1881726.wav
,,,0,non-toxic, Pues avión es claro que les limpia el culo., Pues avión es claro que les limpia el culo.,mutox-35d7939653c7cbf119000265_783936_786654.wav
,,,0,non-toxic, finalmente sin útil. Sí., finalmente sin útil. Sí.,mutox-35d7d9442c0ab5038cc49a93_2545152_2548158.wav
,,,0,non-toxic, golpeamos a la puerta de nuestro vecino., golpeamos a la puerta de nuestro vecino.,mutox-363083a9b1da4dd50351859a_127968_130014.wav
,,,0,non-toxic," en aquella horrible meditación, las ideas que hemos dicho asaltaban sin cesar su cerebro."," en aquella horrible meditación, las ideas que hemos dicho asaltaban sin cesar su cerebro.",mutox-36511ad021ce4ba01803d31a_217248_223038.wav
,,,0,non-toxic, te o había sido llevado a cabo por oficía., te o había sido llevado a cabo por oficía.,mutox-3669248979633f8be617f872_1092768_1095198.wav
,,,1,toxic, con todos estos inútiles.,con todas estas personas que no cumplen con las expectativas.,mutox-368357091cd6779e1b9e2a22_7393632_7395774.wav
,,,1,toxic, y almente y cientos de miles de niños han sido abusados sexualmente.,Y cientos de miles de niños han sufrido abusos sexuales.,mutox-372f9ba2a50356dfa9ad30a7_1133280_1139166.wav
,,,0,non-toxic," Cuando el paciente se vio sin imovio a la Andalama, vio a Andalama esa mujer."," Cuando el paciente se vio sin imovio a la Andalama, vio a Andalama esa mujer.",mutox-377e672456fdcc1a49c2c447_2027328_2030622.wav
,,,1,toxic," y me daban ganas de sacarme los ojos, introducrimeros en el ano.","Y me provocaba una gran incomodidad, queriendo estar en cualquier otra situación.",mutox-378acc6e3b47bd306ac485d4_4461504_4464702.wav
,,,0,non-toxic, να χειράτε και τις παρεσόβρελοι., να χειράτε και τις παρεσόβρελοι.,mutox-37f75776265773e5673d43a4_1291008_1293630.wav
,,,0,non-toxic, a castigar a sus enemigos., a castigar a sus enemigos.,mutox-3820cfa72410fead4459c25e_2025888_2028414.wav
,,,0,non-toxic, outlook. Aqui é o PSP Que Nosotros nos contaminamos ideias., outlook. Aqui é o PSP Que Nosotros nos contaminamos ideias.,mutox-382cf25be283227b47f5442d_1822752_1824798.wav
,,,0,non-toxic," colpiada, la puñalía a un cuatro veces, le dieron golpe."," colpiada, la puñalía a un cuatro veces, le dieron golpe.",mutox-383ad428755bdb1b85470c3b_149376_154302.wav
,,,0,non-toxic," puede caersele una teja en la cabeza, puede venirle"," puede caersele una teja en la cabeza, puede venirle",mutox-38dc949ab1198137bcbc00b1_255840_259614.wav
,,,0,non-toxic," No le faltaba ese bobo si no ser cardenalista, y yo que había respondido de él a la reina."," No le faltaba ese bobo si no ser cardenalista, y yo que había respondido de él a la reina.",mutox-38efc4ec19ed9ba106231dfd_1658112_1663614.wav
,,,0,non-toxic, los chicos y pocosicos que a mí me llamaron atención., los chicos y pocosicos que a mí me llamaron atención.,mutox-399bb12f2358a3984f81d02d_745440_748062.wav
,,,0,non-toxic, y mátalos. Pero el coven no desenvainó su espada., y mátalos. Pero el coven no desenvainó su espada.,mutox-39a9d2e942d33030fdeadd82_236832_240606.wav
,,,0,non-toxic, en una palabra. Era imposible ser un asno., en una palabra. Era imposible ser un asno.,mutox-39b48e1827dbe285b8adc0d3_128448_130782.wav
,,,0,non-toxic," y si no hubiera inbéciles, no sabríamos cuál es la gente buena. Esto es humano, se lo oficina. Muchas gracias."," y si no hubiera inbéciles, no sabríamos cuál es la gente buena. Esto es humano, se lo oficina. Muchas gracias.",mutox-39ccb6f14c2582614cdcdd62_114528_120126.wav
,,,0,non-toxic," Jesus desafia suignorância, desafia su contumacia."," Jesus desafia suignorância, desafia su contumacia.",mutox-39fbfa551f02cecac80ef005_797568_804606.wav
,,,0,non-toxic, y dará muerte a los labradores y entregará la vina a otros., y dará muerte a los labradores y entregará la vina a otros.,mutox-3a3545fbafefe0a3ba25f696_84000_87390.wav
,,,1,toxic, Por esto recibiréis mayor condenación. Hay de vosotros escribas y feliceos y pocritas.,"For this reason, you will face greater judgment. Woe to you, scribes and Pharisees, hypocrites.",mutox-3a59278719c7f6df85d3ff49_607776_614238.wav
,,,0,non-toxic, él puede comprender a los ignorantes y extraviados., él puede comprender a los ignorantes y extraviados.,mutox-3a5cd563195c7cd019dac3ec_5478720_5482302.wav
,,,0,non-toxic," Miras, miserable men."," Miras, miserable men.",mutox-3a7f66b605d4557da755db65_958080_960414.wav
,,,0,non-toxic, Estitación por denudarse ante el médico., Estitación por denudarse ante el médico.,mutox-3ae165937bd585f1c1739f50_1087392_1090110.wav
,,,0,non-toxic, que mararon a millones de millones que tanto soy., que mararon a millones de millones que tanto soy.,mutox-3b0bba99f43a566a14146dfe_3109536_3114174.wav
,,,1,toxic, utilizadas por de impravados sexuales.,utilizadas por individuos con conductas inapropiadas.,mutox-3b3a8376f7f27bd390508392_520704_523326.wav
,,,1,toxic," tu amas adiós, guarra su mandamiento, tu no guarra su mandamiento, dice Juanto eres un mentiroso","You love God, keep His commandment; if you do not keep His commandment, according to Juan, you are not being truthful.",mutox-3b3d4a6b2ff856709ce2b932_3083616_3088446.wav
,,,0,non-toxic," para evitar la tentación sexual, cájate y cumple tu deber con jugar con tu esposo y con desposa."," para evitar la tentación sexual, cájate y cumple tu deber con jugar con tu esposo y con desposa.",mutox-3b469b429aa4d61eb430b8a1_848928_855006.wav
,,,0,non-toxic, Riendoros y murantes campesinos., Riendoros y murantes campesinos.,mutox-3b811fddfb02240238ee1d4d_2882880_2885598.wav
,,,0,non-toxic, se negó pero el dobo dijo si no lo haces te borraré, se negó pero el dobo dijo si no lo haces te borraré,mutox-3ba400769d654a233b4abc40_190080_195486.wav
