true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text
,,,0,non-toxic, beat his breast. He condemn himself., beat his breast. He condemn himself.
,,,1,toxic," Moreover friends, you'll notice here that the beast and the false prophet are thrown alive","Additionally, dear friends, you will observe that the creature and the deceitful leader are depicted as being cast into the abyss while still alive."
,,,0,non-toxic," Palestine is desolate and unlovely and why should it be otherwise? Can the curse of the deity, beautify a land?"," Palestine is desolate and unlovely and why should it be otherwise? Can the curse of the deity, beautify a land?"
,,,0,non-toxic, they refer to the cowardly., they refer to the cowardly.
,,,2,toxic, Dead. I had a title called Crazy Christians.,"Previously involved, I was recognized by the title Eccentric Christians."
,,,0,non-toxic, the worst thing for an Israeli., the worst thing for an Israeli.
,,,0,non-toxic," Do they know any more about that than we do? I'm just, I want you to."," Do they know any more about that than we do? I'm just, I want you to."
,,,1,toxic, like we can joke around about sexual assault.,"""like we can lightly discuss sensitive topics."""
,,,0,non-toxic, you know a world that hates Jews, you know a world that hates Jews
,,,0,non-toxic, You have only to discover yourself and go to work. The girl is no fool and we'll see what it is., You have only to discover yourself and go to work. The girl is no fool and we'll see what it is.
,,,0,non-toxic, I use my sexual energy to manifest everything I want into my life., I use my sexual energy to manifest everything I want into my life.
,,,1,toxic, my relationship with my father was very tricky.,"""My relationship with my father was quite complex."""
,,,0,non-toxic, I'm not trying to just kind of shit on the idea., I'm not trying to just kind of shit on the idea.
,,,0,non-toxic, kill and the thing I wanted to read real quick., kill and the thing I wanted to read real quick.
,,,0,non-toxic, She deserved the death. That's how severe sin is to God. That's God's view of sin., She deserved the death. That's how severe sin is to God. That's God's view of sin.
,,,0,non-toxic," He's the master liar, the master deceiver."," He's the master liar, the master deceiver."
,,,3,toxic, The Jewish religion was going to disappear from the face of the earth.,The Jewish faith was encountering challenges worldwide.
,,,0,non-toxic, deserves to enjoy. Such peace remains yet as only a dream of the human kind., deserves to enjoy. Such peace remains yet as only a dream of the human kind.
,,,0,non-toxic, Those wretches have the eyes of cats and the guns of riflemen., Those wretches have the eyes of cats and the guns of riflemen.
,,,0,non-toxic, It was hot as balls., It was hot as balls.
,,,1,toxic, His name means supplanter. Thee.,His name signifies one who replaces.
,,,0,non-toxic," If Mordekai be of the seed of the Jews, before whom now has begun to fall."," If Mordekai be of the seed of the Jews, before whom now has begun to fall."
,,,0,non-toxic, Women are marginalized., Women are marginalized.
,,,2,toxic," We were shooting those babies. I mean,",We were taking pictures of the young children.
,,,0,non-toxic, ridiculous and again., ridiculous and again.
,,,0,non-toxic," Lesson, insecurity, makes us bitches."," Lesson, insecurity, makes us bitches."
,,,0,non-toxic, of fear and now someone had killed him. Perhaps by mistake., of fear and now someone had killed him. Perhaps by mistake.
,,,0,non-toxic, sexual health risk among gay and bisexual men., sexual health risk among gay and bisexual men.
,,,0,non-toxic, But now you don't want to do it anymore. Your brain washed., But now you don't want to do it anymore. Your brain washed.
,,,0,non-toxic, and the rabbit just need to die. Because..., and the rabbit just need to die. Because...
,,,0,non-toxic, Exposes has or her genitals., Exposes has or her genitals.
,,,0,non-toxic, to throw them perfectly in their mouths., to throw them perfectly in their mouths.
,,,0,non-toxic, and then he'll just become a super assassin and kill us all., and then he'll just become a super assassin and kill us all.
,,,0,non-toxic," so dumb, but the weekends."," so dumb, but the weekends."
,,,0,non-toxic, and deprive one another sexual relations., and deprive one another sexual relations.
,,,0,non-toxic, Heard out into the temple. 5 or 6, Heard out into the temple. 5 or 6
,,,0,non-toxic, and tell me all that has to be fallen., and tell me all that has to be fallen.
,,,0,non-toxic, the partial or total removal of the female genitalia. Mariam is, the partial or total removal of the female genitalia. Mariam is
,,,0,non-toxic, What's our penalty for sin? Death., What's our penalty for sin? Death.
,,,0,non-toxic, We are all lost. We are all condemned., We are all lost. We are all condemned.
,,,0,non-toxic, a legislatively desirable and socially desirable, a legislatively desirable and socially desirable
,,,0,non-toxic, Or he is a madman or a badman., Or he is a madman or a badman.
,,,0,non-toxic, full and his money a soon part., full and his money a soon part.
,,,0,non-toxic," Friday, May 4th, and I'm not gonna make any stupid fucking jokes."," Friday, May 4th, and I'm not gonna make any stupid fucking jokes."
,,,0,non-toxic, Sexual intercourse is more than a physical act., Sexual intercourse is more than a physical act.
,,,1,toxic, out to destroy him. And I mean the President with even will,"Determined to undermine him, specifically referring to the President, with absolute resolve."
,,,0,non-toxic," And so both of them die, both the man that left the woman."," And so both of them die, both the man that left the woman."
,,,1,toxic," It's like ill, like that's gay, cause I had to act off. I had to act like I didn't like it.","""It felt wrong, as though I had to pretend, to act as if I didn't appreciate it."""
,,,0,non-toxic," know, I saw you punch them in the face, right?"," know, I saw you punch them in the face, right?"
,,,0,non-toxic, 16 minutes later. She stood up., 16 minutes later. She stood up.
,,,0,non-toxic, who possessed and distributed hundreds of images of eight years ago., who possessed and distributed hundreds of images of eight years ago.
,,,0,non-toxic," But if the love of the supranol sphere should upwardly direct your aspiration, there would not be that fear within your breasts."," But if the love of the supranol sphere should upwardly direct your aspiration, there would not be that fear within your breasts."
,,,0,non-toxic," The fact is, my butt hurts."," The fact is, my butt hurts."
,,,0,non-toxic," loudly for the blood of his employer, but Mr. Kay was then at the top of his vogue."," loudly for the blood of his employer, but Mr. Kay was then at the top of his vogue."
,,,0,non-toxic, and hates Germans as well as Russia., and hates Germans as well as Russia.
,,,0,non-toxic, And it can cause pain during sexual intercourse., And it can cause pain during sexual intercourse.
,,,0,non-toxic, sounds really silly to hear... late., sounds really silly to hear... late.
,,,0,non-toxic, What are the limitations of creativity?, What are the limitations of creativity?
,,,2,toxic," with the order to destroy, kill, and annihilate all the Jews.","""With the directive to target the Jewish community."""
,,,1,toxic, It's a damn shame. It's a damn shame that you can't trust people in your relationship.,It's truly unfortunate. It's quite regrettable that trust is lacking in your relationship.
,,,0,non-toxic, penetrative sex., penetrative sex.
,,,1,toxic, by destroying some of the cells.,By altering some of the cells.
,,,0,non-toxic, You will immediately be cast into the midst of a furnace of blazing fire., You will immediately be cast into the midst of a furnace of blazing fire.
,,,0,non-toxic, that someone in the household will die., that someone in the household will die.
,,,0,non-toxic, We're as hard and it cannot be penetrated., We're as hard and it cannot be penetrated.
,,,0,non-toxic, be a fall to spin to my point on this., be a fall to spin to my point on this.
,,,1,toxic, He's going to be killed because of that rejection.,He's facing serious consequences because of that rejection.
,,,1,toxic, only as sick as your secrets.,Your wellbeing is closely tied to the truths you conceal.
,,,0,non-toxic," The thing is, the few clowns that I have known personally."," The thing is, the few clowns that I have known personally."
,,,1,toxic, And you also exposed the penetration by guitar.,And you also revealed the guitar's deep influence.
,,,0,non-toxic, thing and I used it to basically monitor nearly everyone that I had., thing and I used it to basically monitor nearly everyone that I had.
,,,0,non-toxic, direction. We stand between the two. So therefore we, direction. We stand between the two. So therefore we
,,,0,non-toxic," killing Christians, throwing them in jail."," killing Christians, throwing them in jail."
,,,0,non-toxic," glorify him, ready for death if that be his will."," glorify him, ready for death if that be his will."
,,,0,non-toxic," Oh, foolish ones, and slow of heart to believe."," Oh, foolish ones, and slow of heart to believe."
,,,0,non-toxic, is why it's the rash and all his friends said to him., is why it's the rash and all his friends said to him.
,,,0,non-toxic, sexual relations without being married., sexual relations without being married.
,,,0,non-toxic, They are incapable of having sexual relations, They are incapable of having sexual relations
,,,0,non-toxic, and bathe them with a tear. Join., and bathe them with a tear. Join.
,,,2,toxic, It's the sex we had in London.,"""It's the special time we spent together in London."""
,,,1,toxic, a jerk that nearly threw him from his balance.,Someone who almost made him lose his balance.
,,,0,non-toxic, sex within marriage was edited. It was thought that it should only be engaged into produced children. Finding pleasure and, sex within marriage was edited. It was thought that it should only be engaged into produced children. Finding pleasure and
,,,0,non-toxic," engaged into produced children. Finding pleasure in marital sex was deemed by some church leaders themselves, celibate as sinful."," engaged into produced children. Finding pleasure in marital sex was deemed by some church leaders themselves, celibate as sinful."
,,,0,non-toxic, A lazy person is as bad as someone who destroys things., A lazy person is as bad as someone who destroys things.
,,,1,toxic, But you and I have pulled the same nonsense.,But you and I have engaged in similar actions.
,,,0,non-toxic," o nase de min notoriety. If you can't do that, shut up! Shut up!"," o nase de min notoriety. If you can't do that, shut up! Shut up!"
,,,0,non-toxic, They raped and killed fellow Christians., They raped and killed fellow Christians.
,,,2,toxic, litusized by the homosexual lobby or by the feminist lobby.,"""Inspired by organizations advocating for LGBTQ+ rights or those promoting gender equality."""
,,,0,non-toxic, by the Egyptians from behind., by the Egyptians from behind.
,,,0,non-toxic," notwithstanding the noise this Cavalier did not show himself, it is to be presumed that he is a coward."," notwithstanding the noise this Cavalier did not show himself, it is to be presumed that he is a coward."
,,,1,toxic, against equality and they hate women and they hate homosexuals.,Opposed to equality and hold negative views towards women and homosexuals.
,,,0,non-toxic, submit itself to dying. Medical technology is a, submit itself to dying. Medical technology is a
,,,0,non-toxic," The thieves, the drunks, the thieves."," The thieves, the drunks, the thieves."
,,,1,toxic," To me, those goody good people who work shitty jobs for Bumpay Jex until the end of the video.","To me, those earnest individuals who hold less desirable positions at Bumpay Jex until the video concludes."
,,,0,non-toxic, that you would rather die., that you would rather die.
,,,0,non-toxic, His pipe was still a light. The star still flamed upon his breasts., His pipe was still a light. The star still flamed upon his breasts.
,,,0,non-toxic, We must fire as long as we have loaded guns., We must fire as long as we have loaded guns.
,,,0,non-toxic, be sexually abused or how can they actually perform?, be sexually abused or how can they actually perform?
,,,0,non-toxic, There were thousands of Christians in Rome., There were thousands of Christians in Rome.
,,,0,non-toxic, any animal which has its testicles bruised or crushed or torn or cut., any animal which has its testicles bruised or crushed or torn or cut.
,,,0,non-toxic," do with sex. You know, we're just human beings and we're no more"," do with sex. You know, we're just human beings and we're no more"
,,,1,toxic, religion is to playing for all the wars in the world.,Religion has been a contributing factor to numerous global conflicts.
,,,1,toxic, has IDSE in them. Okay. Every single one of us.,Each of us possesses inherent IDSE qualities.
,,,0,non-toxic, Jay and Knight were no letters., Jay and Knight were no letters.
,,,0,non-toxic," If he's cursing because Yahweh said to him, curse David."," If he's cursing because Yahweh said to him, curse David."
,,,1,toxic," If you look at the long way around the dinner, then you see your bat much further away.","If you consider a broader perspective regarding the situation, you'll realize that your goal is more distant than initially thought."
,,,0,non-toxic, Black persons killed by police., Black persons killed by police.
,,,0,non-toxic, who are at home dealing with sexual abuse every single day., who are at home dealing with sexual abuse every single day.
,,,0,non-toxic, sexual awakening and sexual maturing involves, sexual awakening and sexual maturing involves
,,,0,non-toxic, nibbling sex. You're pretty little white teeth adore sugar., nibbling sex. You're pretty little white teeth adore sugar.
,,,0,non-toxic, to kill King Indra., to kill King Indra.
,,,1,toxic, There may be a devilish Indian behind every tree.,There may be unexpected challenges at every turn.
,,,0,non-toxic, Do you feel like you can't reach orgasm as often as you use to or, Do you feel like you can't reach orgasm as often as you use to or
,,,0,non-toxic, which can be interpreted as a sign that he was being sexually abused., which can be interpreted as a sign that he was being sexually abused.
,,,0,non-toxic, Watch your lying exaggerating., Watch your lying exaggerating.
,,,0,non-toxic, It was a tour without memories. And uh..., It was a tour without memories. And uh...
,,,0,non-toxic," He will die, and we your servants will have brought down the grey hairs of our father with sorrow to shale."," He will die, and we your servants will have brought down the grey hairs of our father with sorrow to shale."
,,,0,non-toxic, I hate humans., I hate humans.
,,,0,non-toxic, I have done a very foolish thing., I have done a very foolish thing.
,,,0,non-toxic, Fires aren't dumb. Three words., Fires aren't dumb. Three words.
,,,0,non-toxic," drunkards had been thieves and Paul says to them, and that's what some of you were."," drunkards had been thieves and Paul says to them, and that's what some of you were."
,,,1,toxic, The laugh took him by surprise.,The laughter caught him off guard.
,,,1,toxic, They're all black furries because they're all covered in gold.,"They are uniquely adorned in gold, giving them a distinct black fur appearance."
,,,0,non-toxic, I don't care when it ends., I don't care when it ends.
,,,0,non-toxic," If I do him, you will be ours."," If I do him, you will be ours."
,,,0,non-toxic, homosexuality was rampant in Rome., homosexuality was rampant in Rome.
,,,0,non-toxic, ludicrous. There's nothing in human history that, ludicrous. There's nothing in human history that
,,,0,non-toxic, by pornography. Pornography is teaching our kids about sex., by pornography. Pornography is teaching our kids about sex.
,,,1,toxic, That's the capital of Ukraine. Kiev is a blade.,"""The city of Kyiv, the capital of Ukraine, stands as a beacon."""
,,,0,non-toxic, to produce the same sexual stimulation., to produce the same sexual stimulation.
,,,0,non-toxic, They want to die the death of the righteous. They all expect to go to the dead., They want to die the death of the righteous. They all expect to go to the dead.
,,,1,toxic, for sex. He said he was tempted in every way.,"""He mentioned he felt tempted across all aspects."""
,,,0,non-toxic, primal predatory sense. Even the dumbest., primal predatory sense. Even the dumbest.
,,,0,non-toxic, sexual assault because it endangers that person., sexual assault because it endangers that person.
,,,1,toxic," happen. I should consider it my duty to put them both to death on the spot."" So the old Sam and said,",I should see it as my responsibility to immediately neutralize them both.
,,,0,non-toxic, a bosar beth yn oom., a bosar beth yn oom.
,,,0,non-toxic, where the Lord will pass through to smite the Egyptians., where the Lord will pass through to smite the Egyptians.
,,,0,non-toxic," important that they're not coming in and saying, right, you guys all stuck right now."," important that they're not coming in and saying, right, you guys all stuck right now."
,,,0,non-toxic, something very important to that community., something very important to that community.
,,,0,non-toxic, I am sick of your dumb opinions., I am sick of your dumb opinions.
,,,1,toxic," Get over here, you goat sucker.","Please come here, you mischievous one."
,,,0,non-toxic," There was a great deal of forest, and the wolf was in the forest and he ate the little cocks."," There was a great deal of forest, and the wolf was in the forest and he ate the little cocks."
,,,0,non-toxic, and the wolf was in the forest and he ate the little cocks. And this other poem., and the wolf was in the forest and he ate the little cocks. And this other poem.
,,,0,non-toxic," Someone's going to come, that's going to crush the head of Satan."," Someone's going to come, that's going to crush the head of Satan."
,,,1,toxic, will be promoting the homosexual agenda.,"""Will be advocating for LGBTQ+ rights."""
,,,0,non-toxic, or serve them or bound down to them., or serve them or bound down to them.
,,,0,non-toxic, The first one will be on homosexuality., The first one will be on homosexuality.
,,,1,toxic," go in and kill them, let no one escape.","Proceed and neutralize the targets, ensuring none evade capture."
,,,1,toxic, but he showed them how a little can become much.,He demonstrated how modest beginnings could lead to significant outcomes.
,,,0,non-toxic, is that I know that I have kept the faith., is that I know that I have kept the faith.
,,,0,non-toxic, describes all the junk your mother collects., describes all the junk your mother collects.
,,,0,non-toxic," six is something that needs to be enjoyed. And so, um,"," six is something that needs to be enjoyed. And so, um,"
,,,2,toxic," to murder Jews, we can never forget that.",The historical mistreatment of Jewish individuals remains an indelible aspect of our past.
,,,3,toxic, kill the innocent and righteous.,Impact adversely those who are innocent and virtuous.
,,,0,non-toxic, Angiolism is simply one beggar telling another beggar, Angiolism is simply one beggar telling another beggar
,,,1,toxic," They are morons in the Greek. They are ridiculous. In fact, it doesn't stop there.","They lack understanding in Greek matters and often appear nonsensical. Furthermore, their actions extend beyond this."
,,,0,non-toxic, Throw the Austrians forever out of Belgium., Throw the Austrians forever out of Belgium.
,,,0,non-toxic, You're all liars. And we're just gonna keep saying., You're all liars. And we're just gonna keep saying.
,,,0,non-toxic," you cannot find you, he will kill me."," you cannot find you, he will kill me."
,,,0,non-toxic," is to put Dr. Ratio in the lockup, where if anyone wants to kill me, it is he, and by a slow death in the worst of all, which is hunger."," is to put Dr. Ratio in the lockup, where if anyone wants to kill me, it is he, and by a slow death in the worst of all, which is hunger."
,,,0,non-toxic," And if it be right, I will cause it your bosom shall burn within you. Therefore, you shall feel that it is right."," And if it be right, I will cause it your bosom shall burn within you. Therefore, you shall feel that it is right."
,,,0,non-toxic, sons of Eli were worthless men., sons of Eli were worthless men.
,,,0,non-toxic, their ignorance was a, their ignorance was a
,,,0,non-toxic, You were different from other women in your horns. No one solicited you to play the horn., You were different from other women in your horns. No one solicited you to play the horn.
,,,0,non-toxic, as you're gonna get yourself killed., as you're gonna get yourself killed.
,,,0,non-toxic, selective garbage., selective garbage.
,,,0,non-toxic, are safe in his hands. How wonderful in these days of uncertainty!, are safe in his hands. How wonderful in these days of uncertainty!
,,,0,non-toxic, to burn they seem in order to be able to burn whatever., to burn they seem in order to be able to burn whatever.
,,,0,non-toxic," They shall die by the sword, by the famine, and by pestilence."," They shall die by the sword, by the famine, and by pestilence."
,,,0,non-toxic," But if you think about that, that's pretty foolish, right?"," But if you think about that, that's pretty foolish, right?"
,,,3,toxic, sexual relationship or good sex life or,Fulfilling connections or rewarding romantic relationships
,,,1,toxic, Even an egg-n-not person is not free.,"""Even someone with very limited knowledge is not completely free from obligations."""
,,,1,toxic, The man has an emission of semen. He shall bathe his whole body in water.,The individual experiences a release of seminal fluid and must thoroughly cleanse his entire body with water.
,,,0,non-toxic, with and it seems to me that it would be really stupid., with and it seems to me that it would be really stupid.
,,,0,non-toxic, something that's happening that you remember visually., something that's happening that you remember visually.
,,,0,non-toxic," And there's one in particular, which is in McCormack."," And there's one in particular, which is in McCormack."
,,,0,non-toxic, to wipe out the Caucasian., to wipe out the Caucasian.
,,,2,toxic," For women, are not worthy of life.","Acknowledging the worth and respect of every person, irrespective of gender, is crucial."
,,,1,toxic, They came to America on the fucking Mayflower.,"""They arrived in America aboard the Mayflower."""
,,,0,non-toxic, kills the guys who are still alive with his arrows., kills the guys who are still alive with his arrows.
,,,1,toxic," one, things why I'm having an erotic pregnancy dream.",Reasons I'm experiencing vivid dreams related to pregnancy.
,,,0,non-toxic, of the wise man and of foolish man., of the wise man and of foolish man.
,,,0,non-toxic," These religious men, he's referring to the Jesuits, who pretend to love God, will resort to murder"," These religious men, he's referring to the Jesuits, who pretend to love God, will resort to murder"
,,,1,toxic, You're crazy. You're dumber than a box of rocks.,"You're not thinking clearly, and this doesn't seem well thought out."
,,,1,toxic, by killing Jewish babies who were circumcised along with their mothers.,By targeting circumcised Jewish infants along with their mothers.
,,,0,non-toxic," Meanwhile, the tax collector wouldn't even lift up his head, but beat his breast and said,"," Meanwhile, the tax collector wouldn't even lift up his head, but beat his breast and said,"
,,,0,non-toxic, One is to enhance your libido. The other one is an enhanced your iridescent., One is to enhance your libido. The other one is an enhanced your iridescent.
,,,0,non-toxic," and there he shall die. So shall it be with all the men that set their faces to go into Egypt, the sojourn there."," and there he shall die. So shall it be with all the men that set their faces to go into Egypt, the sojourn there."
,,,0,non-toxic, you could do anything stupid., you could do anything stupid.
,,,2,toxic, eat things sacrificed unto adults and to commit fornication.,"""Enjoy traditional meals and spend quality time together."""
,,,0,non-toxic,,
,,,0,non-toxic," She is ruthless, and she is a hard leftist."," She is ruthless, and she is a hard leftist."
,,,1,toxic," This is your this movie, Parasite, one best picture.","The movie ""Parasite"" you recommended won best picture."
,,,0,non-toxic, and deserves the just punishment of a holy God., and deserves the just punishment of a holy God.
,,,0,non-toxic, These will come when the Arabs love their children more than they hate the Jews., These will come when the Arabs love their children more than they hate the Jews.
,,,0,non-toxic, Bring them down to show them the foolishness of their, Bring them down to show them the foolishness of their
,,,0,non-toxic, and fell full upon the vulture eye., and fell full upon the vulture eye.
,,,0,non-toxic," They would have been destroyed, they would have died."," They would have been destroyed, they would have died."
,,,0,non-toxic, I don't want him to invest in Mexico. Matter., I don't want him to invest in Mexico. Matter.
,,,0,non-toxic, plus I think it stops me from having orgasms., plus I think it stops me from having orgasms.
,,,0,non-toxic, where someone decided to dump their garbage., where someone decided to dump their garbage.
,,,0,non-toxic," Oh yes, I see it now. Need some more milk? Yes, please."," Oh yes, I see it now. Need some more milk? Yes, please."
,,,1,toxic, woman that shall lie under any beast shall be killed together with the same.,A woman who engages in relations with any animal shall face the same consequences as the animal.
,,,0,non-toxic, injures and finally destroys those cells., injures and finally destroys those cells.
,,,0,non-toxic, be surely put to death. He has cursed his father or his mother., be surely put to death. He has cursed his father or his mother.
,,,1,toxic, have group sex with her in exchange for money.,"Participate in consensual intimate activities as a group, for which financial compensation is provided."
,,,0,non-toxic, What did you feel was your strong point?, What did you feel was your strong point?
,,,0,non-toxic, stuff because right now they are useful idiots., stuff because right now they are useful idiots.
,,,0,non-toxic," distance of six miles from their home. It was impossible, therefore, to return every day to the chimneys."," distance of six miles from their home. It was impossible, therefore, to return every day to the chimneys."
,,,0,non-toxic, Miss Darnley and Gardner were already there., Miss Darnley and Gardner were already there.
,,,0,non-toxic, And that vaccine is also available for men who are having sex with them., And that vaccine is also available for men who are having sex with them.
,,,0,non-toxic, This unexpected drunkenness broke them are not near the journey. Many foolish things had been said while under its influence., This unexpected drunkenness broke them are not near the journey. Many foolish things had been said while under its influence.
,,,0,non-toxic, most of what people say about me is garbage., most of what people say about me is garbage.
,,,0,non-toxic, sexual perversion in our society. Why is there such..., sexual perversion in our society. Why is there such...
,,,0,non-toxic," Instead, try to find someone who's crazier than you are."," Instead, try to find someone who's crazier than you are."
,,,0,non-toxic," He said the queen, tossing her head impatiently, and turning to Alice she went on."," He said the queen, tossing her head impatiently, and turning to Alice she went on."
,,,1,toxic, In the Jewish mind Gentiles were dogs.,"""In Jewish thought, Gentiles were viewed less favorably."""
,,,0,non-toxic, She was taught that there's shame associated with sex., She was taught that there's shame associated with sex.
,,,0,non-toxic, as the patriarchs bat us., as the patriarchs bat us.
,,,0,non-toxic, I want to be buried with a fork., I want to be buried with a fork.
,,,1,toxic, and because of the nonsense of the Pope.,"""and due to the controversial statements of the Pope."""
,,,0,non-toxic, and the session today. Sick., and the session today. Sick.
,,,0,non-toxic, I mean that miserable.tunion., I mean that miserable.tunion.
,,,0,non-toxic," because of their blemish, a perverse and crooked generation. This was the curse upon those"," because of their blemish, a perverse and crooked generation. This was the curse upon those"
,,,0,non-toxic, really smashed me with that bag of felt., really smashed me with that bag of felt.
,,,0,non-toxic," Outrages, which I have described are preparing a future parasite."," Outrages, which I have described are preparing a future parasite."
,,,2,toxic," No, definitely not. Also, that girl's pretty ugly.","No, I don't think so. Also, her look isn't particularly to my taste."
,,,0,non-toxic, that by having sex for the first time., that by having sex for the first time.
,,,0,non-toxic," In the presence of the children of my people, I give it to you. Bear with your dead."," In the presence of the children of my people, I give it to you. Bear with your dead."
,,,0,non-toxic," So all the, they suspect in critizying of history."," So all the, they suspect in critizying of history."
,,,2,toxic," say she has a penis, right?","""Could they possibly identify as transgender?"""
,,,0,non-toxic, God. So they look at us as being the filthiest., God. So they look at us as being the filthiest.
,,,0,non-toxic, What attracted to the particular prostitute?, What attracted to the particular prostitute?
,,,0,non-toxic," Your own sort as the vow of your profits, like a destroyed lion. Oh, wicked generation!"," Your own sort as the vow of your profits, like a destroyed lion. Oh, wicked generation!"
,,,0,non-toxic," But hold on, let me finish."," But hold on, let me finish."
,,,1,toxic," If you don't know what to uglify is, you are a simpleton.","If you're unfamiliar with the concept of uglify, it might be something new to learn."
,,,0,non-toxic," Thus did Sibelius, Arius, and those fools who have been even assords unto the Scriptures in rendering distorted their straight faces."," Thus did Sibelius, Arius, and those fools who have been even assords unto the Scriptures in rendering distorted their straight faces."
,,,0,non-toxic, to think that we're beyond that as a species is ridiculous., to think that we're beyond that as a species is ridiculous.
,,,1,toxic," What clothes on the fuck are? No, they're paying.","""What on earth are you wearing? No, it's on them."""
,,,0,non-toxic," their assassins, their elite assassins."," their assassins, their elite assassins."
,,,1,toxic, like we've already decided your guilty and that means we can kill you.,"""like it's been concluded that you're culpable, which we believe justifies drastic actions."""
,,,0,non-toxic, the Son of God or else a madman., the Son of God or else a madman.
,,,0,non-toxic, yellow skyd he hates false religion., yellow skyd he hates false religion.
,,,0,non-toxic," used to be addicted to sex, but I'm 47 now."," used to be addicted to sex, but I'm 47 now."
,,,0,non-toxic, because Muslims are offended., because Muslims are offended.
,,,0,non-toxic," and said, all you a gay friendly church."," and said, all you a gay friendly church."
,,,0,non-toxic, and up to 50 pages., and up to 50 pages.
,,,0,non-toxic," Well, tough controls. Probably testing off from time to time. But otherwise, I..."," Well, tough controls. Probably testing off from time to time. But otherwise, I..."
,,,0,non-toxic," without the chance of some fool stunt-making trouble for me. Now, now, I will try not to do it anymore."," without the chance of some fool stunt-making trouble for me. Now, now, I will try not to do it anymore."
,,,1,toxic," the moon, which is a planet that rules the breasts and the stomach.","The Moon, known to influence the chest and stomach areas."
,,,0,non-toxic," We were talking about what it means to be a Christian. Oh, yeah, that religious junk"," We were talking about what it means to be a Christian. Oh, yeah, that religious junk"
,,,0,non-toxic, I wonder how much she has., I wonder how much she has.
,,,1,toxic, building. What do you want to do? You want to kill this guy or you want to,"""Building. What's your plan? Do you want to confront this person aggressively or do you prefer to"""
,,,0,non-toxic, I hate humans., I hate humans.
,,,0,non-toxic, pornography and that kind of thing., pornography and that kind of thing.
,,,1,toxic, Increased sexual activity.,Heightened levels of intimacy.
,,,1,toxic, white genocide.,"""Demographic shifts among Caucasian populations"""
,,,0,non-toxic, his black shoulders could be seen emerging at each stroke., his black shoulders could be seen emerging at each stroke.
,,,0,non-toxic, We had no commissary to control us. The captain was a mere laugh., We had no commissary to control us. The captain was a mere laugh.
,,,0,non-toxic," and cut the bars of iron and sunder, fools because of their transgression."," and cut the bars of iron and sunder, fools because of their transgression."
,,,0,non-toxic, all the chiefs of the people and hang them in the sun before the Lord., all the chiefs of the people and hang them in the sun before the Lord.
,,,0,non-toxic," It's pathetic, really. It's sad."," It's pathetic, really. It's sad."
,,,1,toxic, They must lie there! Go carry them and smear the sleepy grooves with blood.,They need to rest there. Please take them and mark the tranquil paths with crimson.
,,,2,toxic, of the camp's not be healed. The Lord shall smite thee with madness.,"The challenges faced by the camp will linger, and one may experience moments of uncertainty and bewilderment."
,,,0,non-toxic, Don't say that shit., Don't say that shit.
,,,0,non-toxic," As a result, other Jewish Christians followed Peter's hypocrisy."," As a result, other Jewish Christians followed Peter's hypocrisy."
,,,2,toxic, What are you planning? You hairy beast.,"""What are your plans? You wonderful person."""
,,,0,non-toxic, and they stole the body away. It was actually a silly story., and they stole the body away. It was actually a silly story.
,,,1,toxic, has got her and is about to kill her.,""" has caught her and is about to defeat her."""
,,,0,non-toxic, are in the part of the tongue. A lying tongue hates those at hurts., are in the part of the tongue. A lying tongue hates those at hurts.
,,,0,non-toxic, The lying tongue hates those at hurts., The lying tongue hates those at hurts.
,,,1,toxic," him. He is a fool just as his name suggests. But I never ever, ever, and never even saw the young men.","He doesn't always make the wisest choices, as his name might imply, yet surprisingly, I've never actually encountered the young gentlemen."
,,,0,non-toxic," You are insane, Mr. Mon senior will doubtless recognize his own handwriting?"," You are insane, Mr. Mon senior will doubtless recognize his own handwriting?"
,,,0,non-toxic, will bring them down like lamps to the slaughter., will bring them down like lamps to the slaughter.
,,,0,non-toxic, and then draw back from him that he may be struck down and die., and then draw back from him that he may be struck down and die.
,,,0,non-toxic, to begin a debate about who his true father is., to begin a debate about who his true father is.
,,,0,non-toxic, and the men instead of having normal sexual relations with women burn with lust for each other, and the men instead of having normal sexual relations with women burn with lust for each other
,,,0,non-toxic, that the judge shall cause him to be laid down and to be beaten before his face according to his fault., that the judge shall cause him to be laid down and to be beaten before his face according to his fault.
,,,0,non-toxic, Jesus had a very strong opinion of hypocrisy., Jesus had a very strong opinion of hypocrisy.
,,,0,non-toxic, I can't speak German., I can't speak German.
,,,0,non-toxic," do the shooting, I can do the pepper spray, I can do all of the"," do the shooting, I can do the pepper spray, I can do all of the"
,,,0,non-toxic," Yeah, that's just crazy. Seriously."," Yeah, that's just crazy. Seriously."
,,,0,non-toxic," It wasn't a common thing to have a vaginal birth after two cesareans, especially seven years ago."," It wasn't a common thing to have a vaginal birth after two cesareans, especially seven years ago."
,,,0,non-toxic, This is the law for one who has a discharge and for him who emits semen and, This is the law for one who has a discharge and for him who emits semen and
,,,0,non-toxic, cannot orgasm through penetration alone., cannot orgasm through penetration alone.
,,,0,non-toxic," focusing on abortion. Because, you know, reproductive justice was the right thing."," focusing on abortion. Because, you know, reproductive justice was the right thing."
,,,0,non-toxic, My daughter would become a prostitute., My daughter would become a prostitute.
